2024-05-21 11:42:13,076 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=131561
2024-05-21 11:43:46,010 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=152904
2024-05-21 11:44:10,801 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=125898
2024-05-21 11:45:37,196 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=131444
2024-05-21 11:46:04,606 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=125274
2024-05-21 11:46:55,921 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=131235
2024-05-21 11:47:39,201 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=115030
2024-05-21 11:48:30,276 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=125148
2024-05-21 11:51:46,422 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=158329
2024-05-21 11:52:45,682 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=127724
2024-05-21 11:53:17,263 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=221101
2024-05-21 11:54:43,296 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=126946
2024-05-21 11:55:21,268 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=128991
2024-05-21 11:55:32,815 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=225911
2024-05-21 11:57:30,503 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=299040
2024-05-21 11:57:52,268 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=126489
2024-05-21 11:58:43,585 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=125303
2024-05-21 12:00:23,177 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=125938
2024-05-21 12:00:57,954 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=128097
2024-05-21 12:01:25,585 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=127387
2024-05-21 12:02:11,646 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=128931
2024-05-21 12:03:43,208 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=302150
2024-05-21 12:06:31,156 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=152669
2024-05-21 12:07:30,785 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=127962
2024-05-21 12:07:54,077 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=235324
2024-05-21 12:08:42,827 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=201934
2024-05-21 12:09:06,102 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=125048
2024-05-21 12:09:16,123 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=215353
2024-05-21 12:09:30,763 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=139734
2024-05-21 12:09:41,897 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=232371
2024-05-21 12:09:53,055 Timeout error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=60782
2024-05-21 12:09:53,113 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=115327 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=115327 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A9231850>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,120 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=121344 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=121344 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A92321D0>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,124 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=118684 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=118684 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A891B290>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,130 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=124060 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=124060 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A891BD50>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,140 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=112823 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=112823 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A891AAD0>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,140 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=124062 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=124062 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A9233290>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,147 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=124063 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=124063 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A92337D0>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,155 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=123427 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=123427 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A901B290>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,160 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=122557 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=122557 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A90F2850>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,163 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=123760 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=123760 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A90F1D50>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,173 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=115094 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=115094 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A901B450>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,173 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=115328 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=115328 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A9019B10>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,181 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=123429 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=123429 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A9231C50>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,181 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=124064 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=124064 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A90F1F10>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,190 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=123428 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=123428 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A90F2050>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,194 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=115093 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=115093 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A891BAD0>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,194 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=101854 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=101854 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A8FDB510>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,206 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=101857 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=101857 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A8919010>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,210 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=122438 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=122438 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A9232D50>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,214 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=115775 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=115775 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A8F2D410>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,218 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=112762 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=112762 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A90F3FD0>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,223 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=59545 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=59545 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A901B690>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,226 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=112763 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=112763 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A8FD9C50>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,226 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=112764 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=112764 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A901B450>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,236 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=112765 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=112765 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A90F0590>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,300 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=112766 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=112766 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A90F3910>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,308 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=112767 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=112767 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A9233D90>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,334 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=128369 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=128369 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A8FDA250>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,336 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=117503 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=117503 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A8919550>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,336 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=117504 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=117504 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A9230B50>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,345 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=117502 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=117502 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A9232C10>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,356 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=117505 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=117505 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A90F0F50>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,356 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=117506 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=117506 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A8FDA5D0>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,363 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=117507 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=117507 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A891B190>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,363 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=123968 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=123968 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A9018710>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,370 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=299039 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=299039 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A900F450>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,372 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=299035 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=299035 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A90F2050>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,372 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=115367 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=115367 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A90F2250>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,379 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=299037 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=299037 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A8FDA490>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,380 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=112799 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=112799 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A8918A90>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
2024-05-21 12:09:53,384 Request error for URL: https://genealogy.math.ndsu.nodak.edu/id.php?id=234969 - HTTPSConnectionPool(host='genealogy.math.ndsu.nodak.edu', port=443): Max retries exceeded with url: /id.php?id=234969 (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001A2A9232A90>: Failed to resolve 'genealogy.math.ndsu.nodak.edu' ([Errno 11001] getaddrinfo failed)"))
